technology,dst_region,region,agent,sector,type,year,capacity
ON_WIND,Northwest,BajaCalif,A1,power,agent,2035,306.6088
ON_WIND,Northwest,BajaCalif,A1,power,agent,2035,306.6088
ON_WIND,North,BajaCalif,A1,power,agent,2035,65.4468
ON_WIND,Northeast,BajaCalif,A1,power,agent,2035,65.4468
ON_WIND,Northeast,BajaCalif,A1,power,agent,2035,65.4468
ON_WIND,BajaCalif,BajaCalif,A1,power,agent,2035,5.8657
PV_GND,BajaCalif,BajaCalif,A1,power,agent,2035,0.0328
PV_SSG,BajaCalif,BajaCalif,A1,power,agent,2035,2.1129
OC_GAS,North,BajaCalifSouth,A1,power,agent,2035,54
OC_GAS,Northeast,BajaCalifSouth,A1,power,agent,2035,65.4468
OC_GAS,BajaCalif,BajaCalifSouth,A1,power,agent,2035,377.224
OC_GAS,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,1.4507
OC_GAS,Peninsular,BajaCalifSouth,A1,power,agent,2035,47.1098
OC_OIL,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,4.9622
OFF_WIND,Eastern,BajaCalifSouth,A1,power,agent,2035,377.224
OFF_WIND,Northwest,BajaCalifSouth,A1,power,agent,2035,65.4468
OFF_WIND,Northwest,BajaCalifSouth,A1,power,agent,2035,65.4468
OFF_WIND,North,BajaCalifSouth,A1,power,agent,2035,208.5805
OFF_WIND,BajaCalif,BajaCalifSouth,A1,power,agent,2035,377.224
OFF_WIND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,54
OFF_WIND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,54
OFF_WIND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,54
OFF_WIND,Peninsular,BajaCalifSouth,A1,power,agent,2035,65.4468
ON_WIND,Central,BajaCalifSouth,A1,power,agent,2035,377.224
ON_WIND,Eastern,BajaCalifSouth,A1,power,agent,2035,377.224
ON_WIND,Eastern,BajaCalifSouth,A1,power,agent,2035,377.224
ON_WIND,Northwest,BajaCalifSouth,A1,power,agent,2035,306.6088
ON_WIND,Northwest,BajaCalifSouth,A1,power,agent,2035,306.6088
ON_WIND,North,BajaCalifSouth,A1,power,agent,2035,61.9167
ON_WIND,Northeast,BajaCalifSouth,A1,power,agent,2035,64.3749
ON_WIND,Northeast,BajaCalifSouth,A1,power,agent,2035,64.3749
ON_WIND,Northeast,BajaCalifSouth,A1,power,agent,2035,64.3749
PV_GND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,1.7651
PV_SSG,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,0.536
BIO,Peninsular,Peninsular,A1,power,agent,2035,1.0691
CC_GAS,BajaCalif,Peninsular,A1,power,agent,2035,377.224
CC_GAS,Peninsular,Peninsular,A1,power,agent,2035,22.1745
CC_GAS,Peninsular,Peninsular,A1,power,agent,2035,65.4468
CC_OIL,Peninsular,Peninsular,A1,power,agent,2035,2.3135
OC_GAS,Peninsular,Peninsular,A1,power,agent,2035,1.5431
OC_OIL,Peninsular,Peninsular,A1,power,agent,2035,0.9975
ON_WIND,BajaCalif,Peninsular,A1,power,agent,2035,27.4948
ON_WIND,BajaCalif,Peninsular,A1,power,agent,2035,30.5853
ON_WIND,Peninsular,Peninsular,A1,power,agent,2035,83.6361
PV_GND,Central,Peninsular,A1,power,agent,2035,377.224
PV_GND,Western,Peninsular,A1,power,agent,2035,65.4468
PV_GND,BajaCalifSouth,Peninsular,A1,power,agent,2035,208.5805
PV_GND,Peninsular,Peninsular,A1,power,agent,2035,67.1567
PV_GND,Peninsular,Peninsular,A1,power,agent,2035,65.4468
PV_SSG,Central,Peninsular,A1,power,agent,2035,377.224
PV_SSG,Northwest,Peninsular,A1,power,agent,2035,291.9879
PV_SSG,Northwest,Peninsular,A1,power,agent,2035,250.8548
PV_SSG,Peninsular,Peninsular,A1,power,agent,2035,4.2431
BIO,Central,Central,A2,power,agent,2035,1.1457
CC_GAS,Central,Central,A2,power,agent,2035,38.5591
CC_GAS,North,Central,A2,power,agent,2035,32.7234
CC_GAS,Peninsular,Central,A2,power,agent,2035,65.4468
CSP,Central,Central,A2,power,agent,2035,377.224
CSP,Western,Central,A2,power,agent,2035,65.4468
CSP,Northeast,Central,A2,power,agent,2035,47.1098
CSP,BajaCalif,Central,A2,power,agent,2035,306.6088
CSP,BajaCalifSouth,Central,A2,power,agent,2035,65.4468
CSP,Peninsular,Central,A2,power,agent,2035,65.4468
HYD_LS,Central,Central,A2,power,agent,2035,9.4261
OC_GAS,Central,Central,A2,power,agent,2035,11.697
OC_OIL,Central,Central,A2,power,agent,2035,0.2709
ON_WIND,Central,Central,A2,power,agent,2035,0.2085
PV_GND,Central,Central,A2,power,agent,2035,0.673
PV_SSG,Central,Central,A2,power,agent,2035,7.5805
BIO,Eastern,Eastern,A2,power,agent,2035,7.5923
CC_GAS,Central,Eastern,A2,power,agent,2035,306.6088
CC_GAS,Eastern,Eastern,A2,power,agent,2035,48.6339
CC_GAS,Western,Eastern,A2,power,agent,2035,65.4468
CC_GAS,Western,Eastern,A2,power,agent,2035,65.4468
CSP,Northwest,Eastern,A2,power,agent,2035,377.224
CSP,Northeast,Eastern,A2,power,agent,2035,47.1098
HYD_LS,Central,Eastern,A2,power,agent,2035,377.224
HYD_LS,Eastern,Eastern,A2,power,agent,2035,41.2428
HYD_LS,Eastern,Eastern,A2,power,agent,2035,377.224
HYD_LS,Western,Eastern,A2,power,agent,2035,65.4468
HYD_LS,BajaCalifSouth,Eastern,A2,power,agent,2035,208.5805
NUCL,Eastern,Eastern,A2,power,agent,2035,51.5298
OC_GAS,Eastern,Eastern,A2,power,agent,2035,10.0899
OC_OIL,Eastern,Eastern,A2,power,agent,2035,0.4749
ON_WIND,Eastern,Eastern,A2,power,agent,2035,83.7098
ON_WIND,BajaCalif,Eastern,A2,power,agent,2035,32.7234
ON_WIND,BajaCalifSouth,Eastern,A2,power,agent,2035,32.7234
ON_WIND,Peninsular,Eastern,A2,power,agent,2035,208.5805
PV_GND,Central,Eastern,A2,power,agent,2035,377.224
PV_GND,Eastern,Eastern,A2,power,agent,2035,13.9011
PV_GND,Western,Eastern,A2,power,agent,2035,65.4468
PV_GND,Western,Eastern,A2,power,agent,2035,65.4468
PV_GND,North,Eastern,A2,power,agent,2035,377.224
PV_GND,Northeast,Eastern,A2,power,agent,2035,65.4468
PV_SSG,Eastern,Eastern,A2,power,agent,2035,4.8797
PV_SSG,BajaCalif,Eastern,A2,power,agent,2035,306.6088
BIO,Western,Western,A2,power,agent,2035,3.6973
CC_GAS,Western,Western,A2,power,agent,2035,78.7148
CC_GAS,BajaCalifSouth,Western,A2,power,agent,2035,377.224
CSP,Central,Western,A2,power,agent,2035,377.224
CSP,Eastern,Western,A2,power,agent,2035,54
CSP,Northeast,Western,A2,power,agent,2035,47.1098
CSP,Peninsular,Western,A2,power,agent,2035,16.7478
C_H2,Central,Western,A2,power,agent,2035,32.7234
C_H2,Western,Western,A2,power,agent,2035,208.5805
C_H2,Northeast,Western,A2,power,agent,2035,65.4468
C_H2,Northeast,Western,A2,power,agent,2035,65.4468
C_H2,BajaCalif,Western,A2,power,agent,2035,47.1098
C_H2,BajaCalif,Western,A2,power,agent,2035,47.1098
GAS_CC_CCS,Western,Western,A2,power,agent,2035,65.4468
GAS_CC_CCS,Western,Western,A2,power,agent,2035,65.4468
GAS_CC_CCS,North,Western,A2,power,agent,2035,208.5805
GEOTH,Western,Western,A2,power,agent,2035,1.6399
HYD_LS,Western,Western,A2,power,agent,2035,154.0766
HYD_LS,North,Western,A2,power,agent,2035,377.224
HYD_LS,BajaCalifSouth,Western,A2,power,agent,2035,143.1336
HYD_LS,Peninsular,Western,A2,power,agent,2035,65.4468
OC_GAS,Western,Western,A2,power,agent,2035,16.1922
OC_OIL,Western,Western,A2,power,agent,2035,0.4084
ON_WIND,Western,Western,A2,power,agent,2035,20.9267
PV_GND,Western,Western,A2,power,agent,2035,71.5088
PV_SSG,Western,Western,A2,power,agent,2035,24.3495
CC_GAS,Northwest,Northwest,A2,power,agent,2035,120.7103
C_H2,Central,Northwest,A2,power,agent,2035,32.7234
C_H2,Northwest,Northwest,A2,power,agent,2035,71.695
GAS_CC_CCS,Central,Northwest,A2,power,agent,2035,47.1098
GAS_CC_CCS,Eastern,Northwest,A2,power,agent,2035,377.224
GAS_CC_CCS,Western,Northwest,A2,power,agent,2035,65.4468
GAS_CC_CCS,Peninsular,Northwest,A2,power,agent,2035,65.4468
GEOTH,North,Northwest,A2,power,agent,2035,65.4468
HYD_LS,Northwest,Northwest,A2,power,agent,2035,19.3631
OC_GAS,Northeast,Northwest,A2,power,agent,2035,65.4468
OC_GAS,BajaCalifSouth,Northwest,A2,power,agent,2035,377.224
OC_OIL,Northwest,Northwest,A2,power,agent,2035,1.1637
ON_WIND,Northwest,Northwest,A2,power,agent,2035,0.0631
PV_GND,Northwest,Northwest,A2,power,agent,2035,37.7057
PV_SSG,Northwest,Northwest,A2,power,agent,2035,4.6483
BIO,North,North,A2,power,agent,2035,0.3579
CC_GAS,North,North,A2,power,agent,2035,87.1917
COAL,North,North,A2,power,agent,2035,2.0498
CSP,Central,North,A2,power,agent,2035,377.224
CSP,Western,North,A2,power,agent,2035,65.4468
CSP,BajaCalif,North,A2,power,agent,2035,306.6088
CSP,BajaCalifSouth,North,A2,power,agent,2035,65.4468
C_H2,Eastern,North,A2,power,agent,2035,32.7234
C_H2,North,North,A2,power,agent,2035,377.224
C_H2,BajaCalifSouth,North,A2,power,agent,2035,377.224
C_H2,BajaCalifSouth,North,A2,power,agent,2035,377.224
GAS_CC_CCS,Central,North,A2,power,agent,2035,47.1098
GAS_CC_CCS,North,North,A2,power,agent,2035,208.5805
GAS_CC_CCS,BajaCalifSouth,North,A2,power,agent,2035,54
GAS_CC_CCS,BajaCalifSouth,North,A2,power,agent,2035,54
GAS_CC_CCS,Peninsular,North,A2,power,agent,2035,65.4468
GEOTH,Central,North,A2,power,agent,2035,377.224
GEOTH,Eastern,North,A2,power,agent,2035,377.224
GEOTH,Western,North,A2,power,agent,2035,47.1098
HYD_LS,Eastern,North,A2,power,agent,2035,377.224
HYD_LS,Northwest,North,A2,power,agent,2035,47.1098
HYD_LS,Northwest,North,A2,power,agent,2035,47.1098
HYD_LS,North,North,A2,power,agent,2035,0.6222
HYD_LS,BajaCalif,North,A2,power,agent,2035,65.4468
HYD_LS,BajaCalifSouth,North,A2,power,agent,2035,208.5805
HYD_LS,BajaCalifSouth,North,A2,power,agent,2035,208.5805
OC_GAS,North,North,A2,power,agent,2035,4.8591
OC_OIL,North,North,A2,power,agent,2035,0.1151
PV_GND,North,North,A2,power,agent,2035,23.7107
PV_SSG,North,North,A2,power,agent,2035,5.7264
BIO,Northeast,Northeast,A2,power,agent,2035,1.5289
CC_GAS,North,Northeast,A2,power,agent,2035,3.7811
CC_GAS,North,Northeast,A2,power,agent,2035,32.7234
CC_GAS,Northeast,Northeast,A2,power,agent,2035,190.3822
CC_GAS,Peninsular,Northeast,A2,power,agent,2035,65.4468
GAS_CC_CCS,Eastern,Northeast,A2,power,agent,2035,377.224
GAS_CC_CCS,Western,Northeast,A2,power,agent,2035,65.4468
GAS_CC_CCS,Western,Northeast,A2,power,agent,2035,65.4468
GAS_CC_CCS,BajaCalifSouth,Northeast,A2,power,agent,2035,54
GEOTH,North,Northeast,A2,power,agent,2035,25.2601
HYD_LS,Western,Northeast,A2,power,agent,2035,65.4468
HYD_LS,Northeast,Northeast,A2,power,agent,2035,2.0814
HYD_LS,Northeast,Northeast,A2,power,agent,2035,65.4468
HYD_LS,Northeast,Northeast,A2,power,agent,2035,65.4468
HYD_LS,BajaCalif,Northeast,A2,power,agent,2035,65.4468
OC_GAS,Northeast,Northeast,A2,power,agent,2035,35.8495
OC_OIL,Northeast,Northeast,A2,power,agent,2035,0.7143
ON_WIND,Northeast,Northeast,A2,power,agent,2035,75.9765
PV_GND,Northeast,Northeast,A2,power,agent,2035,26.5451
PV_SSG,Northeast,Northeast,A2,power,agent,2035,10.4771
CC_GAS,BajaCalif,BajaCalif,A2,power,agent,2035,25.7778
C_H2,Central,BajaCalif,A2,power,agent,2035,32.7234
C_H2,Central,BajaCalif,A2,power,agent,2035,32.7234
C_H2,Eastern,BajaCalif,A2,power,agent,2035,32.7234
C_H2,Eastern,BajaCalif,A2,power,agent,2035,32.7234
C_H2,Western,BajaCalif,A2,power,agent,2035,208.5805
C_H2,Northwest,BajaCalif,A2,power,agent,2035,377.224
C_H2,North,BajaCalif,A2,power,agent,2035,377.224
C_H2,Northeast,BajaCalif,A2,power,agent,2035,65.4468
C_H2,BajaCalif,BajaCalif,A2,power,agent,2035,47.1098
C_H2,Peninsular,BajaCalif,A2,power,agent,2035,65.4468
OC_GAS,Eastern,BajaCalif,A2,power,agent,2035,208.5805
OC_GAS,Western,BajaCalif,A2,power,agent,2035,65.4468
OC_GAS,Northwest,BajaCalif,A2,power,agent,2035,377.224
OC_GAS,North,BajaCalif,A2,power,agent,2035,54
OC_GAS,Northeast,BajaCalif,A2,power,agent,2035,65.4468
OC_GAS,BajaCalif,BajaCalif,A2,power,agent,2035,8.4066
OC_OIL,BajaCalif,BajaCalif,A2,power,agent,2035,0.105
OFF_WIND,Central,BajaCalif,A2,power,agent,2035,47.1098
OFF_WIND,Eastern,BajaCalif,A2,power,agent,2035,377.224
OFF_WIND,Eastern,BajaCalif,A2,power,agent,2035,377.224
OFF_WIND,Northeast,BajaCalif,A2,power,agent,2035,65.4468
OFF_WIND,Peninsular,BajaCalif,A2,power,agent,2035,65.4468
ON_WIND,Western,BajaCalif,A2,power,agent,2035,47.1098
ON_WIND,North,BajaCalif,A2,power,agent,2035,65.4468
ON_WIND,North,BajaCalif,A2,power,agent,2035,65.4468
ON_WIND,Northeast,BajaCalif,A2,power,agent,2035,65.4468
ON_WIND,BajaCalif,BajaCalif,A2,power,agent,2035,5.8657
PV_GND,BajaCalif,BajaCalif,A2,power,agent,2035,0.0328
PV_SSG,BajaCalif,BajaCalif,A2,power,agent,2035,2.1129
OC_GAS,Eastern,BajaCalifSouth,A2,power,agent,2035,208.5805
OC_GAS,Western,BajaCalifSouth,A2,power,agent,2035,65.4468
OC_GAS,Northwest,BajaCalifSouth,A2,power,agent,2035,324.0229
OC_GAS,North,BajaCalifSouth,A2,power,agent,2035,54
OC_GAS,BajaCalif,BajaCalifSouth,A2,power,agent,2035,377.224
OC_GAS,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2035,1.4507
OC_GAS,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2035,377.224
OC_GAS,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2035,377.224
OC_GAS,Peninsular,BajaCalifSouth,A2,power,agent,2035,47.1098
OC_OIL,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2035,4.9622
OFF_WIND,Western,BajaCalifSouth,A2,power,agent,2035,65.4468
OFF_WIND,North,BajaCalifSouth,A2,power,agent,2035,48.6658
OFF_WIND,Northeast,BajaCalifSouth,A2,power,agent,2035,64.8161
ON_WIND,Northwest,BajaCalifSouth,A2,power,agent,2035,306.6088
ON_WIND,North,BajaCalifSouth,A2,power,agent,2035,61.9167
PV_GND,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2035,1.7651
PV_SSG,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2035,0.536
BIO,Peninsular,Peninsular,A2,power,agent,2035,1.0691
CC_GAS,Northwest,Peninsular,A2,power,agent,2035,32.7234
CC_GAS,Northeast,Peninsular,A2,power,agent,2035,208.5805
CC_GAS,BajaCalif,Peninsular,A2,power,agent,2035,377.224
CC_GAS,Peninsular,Peninsular,A2,power,agent,2035,22.1745
CC_OIL,Peninsular,Peninsular,A2,power,agent,2035,2.3135
OC_GAS,Peninsular,Peninsular,A2,power,agent,2035,1.5431
OC_OIL,Peninsular,Peninsular,A2,power,agent,2035,0.9975
ON_WIND,BajaCalifSouth,Peninsular,A2,power,agent,2035,32.7234
ON_WIND,Peninsular,Peninsular,A2,power,agent,2035,7.8178
ON_WIND,Peninsular,Peninsular,A2,power,agent,2035,85.7086
ON_WIND,Peninsular,Peninsular,A2,power,agent,2035,164.2314
PV_GND,Eastern,Peninsular,A2,power,agent,2035,377.224
PV_GND,Northwest,Peninsular,A2,power,agent,2035,47.1098
PV_GND,North,Peninsular,A2,power,agent,2035,377.224
PV_GND,North,Peninsular,A2,power,agent,2035,377.224
PV_GND,Northeast,Peninsular,A2,power,agent,2035,65.4468
PV_GND,Northeast,Peninsular,A2,power,agent,2035,65.4468
PV_GND,BajaCalif,Peninsular,A2,power,agent,2035,65.4468
PV_GND,BajaCalif,Peninsular,A2,power,agent,2035,65.4468
PV_GND,Peninsular,Peninsular,A2,power,agent,2035,1.7099
PV_GND,Peninsular,Peninsular,A2,power,agent,2035,65.4468
PV_SSG,Western,Peninsular,A2,power,agent,2035,65.4468
PV_SSG,Northwest,Peninsular,A2,power,agent,2035,291.477
PV_SSG,North,Peninsular,A2,power,agent,2035,377.224
PV_SSG,Northeast,Peninsular,A2,power,agent,2035,47.1098
PV_SSG,BajaCalif,Peninsular,A2,power,agent,2035,215.1549
PV_SSG,Peninsular,Peninsular,A2,power,agent,2035,4.2431
PV_SSG,Peninsular,Peninsular,A2,power,agent,2035,56.9607
Proc_Diesel,Central,Central,A1,refinery,retrofit,2035,150050
Proc_ethanol,Central,Central,A1,refinery,retrofit,2035,100025
Proc_hydrogen,Central,Central,A1,refinery,retrofit,2035,150050
Proc_Diesel,Eastern,Eastern,A1,refinery,retrofit,2035,150050
Proc_ethanol,Eastern,Eastern,A1,refinery,retrofit,2035,100025
Proc_hydrogen,Eastern,Eastern,A1,refinery,retrofit,2035,150050
Proc_Diesel,Western,Western,A1,refinery,retrofit,2035,150050
Proc_ethanol,Western,Western,A1,refinery,retrofit,2035,100025
Proc_hydrogen,Western,Western,A1,refinery,retrofit,2035,150050
Proc_Diesel,Northwest,Northwest,A1,refinery,retrofit,2035,150050
Proc_ethanol,Northwest,Northwest,A1,refinery,retrofit,2035,100025
Proc_hydrogen,Northwest,Northwest,A1,refinery,retrofit,2035,150050
Proc_Diesel,North,North,A1,refinery,retrofit,2035,150050
Proc_ethanol,North,North,A1,refinery,retrofit,2035,100025
Proc_hydrogen,North,North,A1,refinery,retrofit,2035,150050
Proc_Diesel,Northeast,Northeast,A1,refinery,retrofit,2035,150050
Proc_ethanol,Northeast,Northeast,A1,refinery,retrofit,2035,100025
Proc_hydrogen,Northeast,Northeast,A1,refinery,retrofit,2035,150050
Proc_Diesel,BajaCalif,BajaCalif,A1,refinery,retrofit,2035,150050
Proc_ethanol,BajaCalif,BajaCalif,A1,refinery,retrofit,2035,100025
Proc_hydrogen,BajaCalif,BajaCalif,A1,refinery,retrofit,2035,150050
Proc_Diesel,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2035,150050
Proc_ethanol,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2035,100025
Proc_hydrogen,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2035,150050
Proc_Diesel,Peninsular,Peninsular,A1,refinery,retrofit,2035,150050
Proc_ethanol,Peninsular,Peninsular,A1,refinery,retrofit,2035,100025
Proc_hydrogen,Peninsular,Peninsular,A1,refinery,retrofit,2035,150050
Proc_Diesel,Central,Central,A2,refinery,retrofit,2035,150050
Proc_ethanol,Central,Central,A2,refinery,retrofit,2035,100025
Proc_hydrogen,Central,Central,A2,refinery,retrofit,2035,150050
Proc_Diesel,Eastern,Eastern,A2,refinery,retrofit,2035,150050
Proc_ethanol,Eastern,Eastern,A2,refinery,retrofit,2035,100025
Proc_hydrogen,Eastern,Eastern,A2,refinery,retrofit,2035,150050
Proc_Diesel,Western,Western,A2,refinery,retrofit,2035,150050
Proc_ethanol,Western,Western,A2,refinery,retrofit,2035,100025
Proc_hydrogen,Western,Western,A2,refinery,retrofit,2035,150050
Proc_Diesel,Northwest,Northwest,A2,refinery,retrofit,2035,150050
Proc_ethanol,Northwest,Northwest,A2,refinery,retrofit,2035,100025
Proc_hydrogen,Northwest,Northwest,A2,refinery,retrofit,2035,150050
Proc_Diesel,North,North,A2,refinery,retrofit,2035,150050
Proc_ethanol,North,North,A2,refinery,retrofit,2035,100025
Proc_hydrogen,North,North,A2,refinery,retrofit,2035,150050
Proc_Diesel,Northeast,Northeast,A2,refinery,retrofit,2035,150050
Proc_ethanol,Northeast,Northeast,A2,refinery,retrofit,2035,100025
Proc_hydrogen,Northeast,Northeast,A2,refinery,retrofit,2035,150050
Proc_Diesel,BajaCalif,BajaCalif,A2,refinery,retrofit,2035,150050
Proc_ethanol,BajaCalif,BajaCalif,A2,refinery,retrofit,2035,100025
Proc_hydrogen,BajaCalif,BajaCalif,A2,refinery,retrofit,2035,150050
Proc_Diesel,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2035,150050
Proc_ethanol,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2035,100025
Proc_hydrogen,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2035,150050
Proc_Diesel,Peninsular,Peninsular,A2,refinery,retrofit,2035,150050
Proc_ethanol,Peninsular,Peninsular,A2,refinery,retrofit,2035,100025
Proc_hydrogen,Peninsular,Peninsular,A2,refinery,retrofit,2035,150050
gassupply1,Central,Central,A1,gas,retrofit,2035,10000
gassupply1,Central,Central,A1,gas,retrofit,2035,990000
gassupply1,Eastern,Eastern,A1,gas,retrofit,2035,10000
gassupply1,Eastern,Eastern,A1,gas,retrofit,2035,990000
gassupply1,Western,Western,A1,gas,retrofit,2035,10000
gassupply1,Western,Western,A1,gas,retrofit,2035,990000
gassupply1,Northwest,Northwest,A1,gas,retrofit,2035,10000
gassupply1,Northwest,Northwest,A1,gas,retrofit,2035,990000
gassupply1,North,North,A1,gas,retrofit,2035,10000
gassupply1,North,North,A1,gas,retrofit,2035,990000
gassupply1,Northeast,Northeast,A1,gas,retrofit,2035,10000
gassupply1,Northeast,Northeast,A1,gas,retrofit,2035,990000
gassupply1,BajaCalif,BajaCalif,A1,gas,retrofit,2035,10000
gassupply1,BajaCalif,BajaCalif,A1,gas,retrofit,2035,990000
gassupply1,BajaCalifSouth,BajaCalifSouth,A1,gas,retrofit,2035,10000
gassupply1,BajaCalifSouth,BajaCalifSouth,A1,gas,retrofit,2035,990000
gassupply1,Peninsular,Peninsular,A1,gas,retrofit,2035,10000
gassupply1,Peninsular,Peninsular,A1,gas,retrofit,2035,990000
gassupply1,Central,Central,A2,gas,retrofit,2035,10000
gassupply1,Central,Central,A2,gas,retrofit,2035,990000
gassupply1,Eastern,Eastern,A2,gas,retrofit,2035,10000
gassupply1,Eastern,Eastern,A2,gas,retrofit,2035,990000
gassupply1,Western,Western,A2,gas,retrofit,2035,10000
gassupply1,Western,Western,A2,gas,retrofit,2035,990000
gassupply1,Northwest,Northwest,A2,gas,retrofit,2035,10000
gassupply1,Northwest,Northwest,A2,gas,retrofit,2035,990000
gassupply1,North,North,A2,gas,retrofit,2035,10000
gassupply1,North,North,A2,gas,retrofit,2035,990000
gassupply1,Northeast,Northeast,A2,gas,retrofit,2035,10000
gassupply1,Northeast,Northeast,A2,gas,retrofit,2035,990000
gassupply1,BajaCalif,BajaCalif,A2,gas,retrofit,2035,10000
gassupply1,BajaCalif,BajaCalif,A2,gas,retrofit,2035,990000
gassupply1,BajaCalifSouth,BajaCalifSouth,A2,gas,retrofit,2035,10000
gassupply1,BajaCalifSouth,BajaCalifSouth,A2,gas,retrofit,2035,990000
gassupply1,Peninsular,Peninsular,A2,gas,retrofit,2035,10000
gassupply1,Peninsular,Peninsular,A2,gas,retrofit,2035,990000
e_tec,Central,Central,A1,residential,retrofit,2040,19989.5505
e_tec2,Central,Central,A1,residential,retrofit,2040,19994.7753
e_tec,Eastern,Eastern,A1,residential,retrofit,2040,20000
e_tec2,Eastern,Eastern,A1,residential,retrofit,2040,20000
e_tec,Western,Western,A1,residential,retrofit,2040,19964.5043
e_tec2,Western,Western,A1,residential,retrofit,2040,19982.2521
e_tec,Northwest,Northwest,A1,residential,retrofit,2040,19982.7033
e_tec2,Northwest,Northwest,A1,residential,retrofit,2040,18657.0022
e_tec,North,North,A1,residential,retrofit,2040,19986.6106
e_tec2,North,North,A1,residential,retrofit,2040,16701.3933
e_tec,Northeast,Northeast,A1,residential,retrofit,2040,20000
e_tec2,Northeast,Northeast,A1,residential,retrofit,2040,20000
e_tec,BajaCalif,BajaCalif,A1,residential,retrofit,2040,20000
e_tec2,BajaCalif,BajaCalif,A1,residential,retrofit,2040,20000
e_tec,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2040,11707.0145
e_tec2,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2040,10853.5073
e_tec,Peninsular,Peninsular,A1,residential,retrofit,2040,12708.633
e_tec2,Peninsular,Peninsular,A1,residential,retrofit,2040,11354.3165
e_tec,Central,Central,A2,residential,retrofit,2040,19989.5505
e_tec2,Central,Central,A2,residential,retrofit,2040,19994.7753
e_tec,Eastern,Eastern,A2,residential,retrofit,2040,20000
e_tec2,Eastern,Eastern,A2,residential,retrofit,2040,20000
e_tec,Western,Western,A2,residential,retrofit,2040,19964.5043
e_tec2,Western,Western,A2,residential,retrofit,2040,19982.2521
e_tec,Northwest,Northwest,A2,residential,retrofit,2040,19982.7033
e_tec2,Northwest,Northwest,A2,residential,retrofit,2040,18657.0022
e_tec,North,North,A2,residential,retrofit,2040,19986.6106
e_tec2,North,North,A2,residential,retrofit,2040,16701.3933
e_tec,Northeast,Northeast,A2,residential,retrofit,2040,20000
e_tec2,Northeast,Northeast,A2,residential,retrofit,2040,20000
e_tec,BajaCalif,BajaCalif,A2,residential,retrofit,2040,20000
e_tec2,BajaCalif,BajaCalif,A2,residential,retrofit,2040,20000
e_tec,BajaCalifSouth,BajaCalifSouth,A2,residential,retrofit,2040,11707.0145
e_tec2,BajaCalifSouth,BajaCalifSouth,A2,residential,retrofit,2040,10853.5073
e_tec,Peninsular,Peninsular,A2,residential,retrofit,2040,12708.633
e_tec2,Peninsular,Peninsular,A2,residential,retrofit,2040,11354.3165
com_tec,Central,Central,A1,commercial,retrofit,2040,19989.5505
com_tec2,Central,Central,A1,commercial,retrofit,2040,19994.7753
com_tec,Eastern,Eastern,A1,commercial,retrofit,2040,20000
com_tec2,Eastern,Eastern,A1,commercial,retrofit,2040,20000
com_tec,Western,Western,A1,commercial,retrofit,2040,19964.5043
com_tec2,Western,Western,A1,commercial,retrofit,2040,19982.2521
com_tec,Northwest,Northwest,A1,commercial,retrofit,2040,19982.7033
com_tec2,Northwest,Northwest,A1,commercial,retrofit,2040,18657.0022
com_tec,North,North,A1,commercial,retrofit,2040,19986.6106
com_tec2,North,North,A1,commercial,retrofit,2040,16701.3933
com_tec,Northeast,Northeast,A1,commercial,retrofit,2040,20000
com_tec2,Northeast,Northeast,A1,commercial,retrofit,2040,20000
com_tec,BajaCalif,BajaCalif,A1,commercial,retrofit,2040,20000
com_tec2,BajaCalif,BajaCalif,A1,commercial,retrofit,2040,20000
com_tec,BajaCalifSouth,BajaCalifSouth,A1,commercial,retrofit,2040,11707.0145
com_tec2,BajaCalifSouth,BajaCalifSouth,A1,commercial,retrofit,2040,10853.5073
com_tec,Peninsular,Peninsular,A1,commercial,retrofit,2040,12708.633
com_tec2,Peninsular,Peninsular,A1,commercial,retrofit,2040,11354.3165
com_tec,Central,Central,A2,commercial,retrofit,2040,19989.5505
com_tec2,Central,Central,A2,commercial,retrofit,2040,19994.7753
com_tec,Eastern,Eastern,A2,commercial,retrofit,2040,20000
com_tec2,Eastern,Eastern,A2,commercial,retrofit,2040,20000
